1.0088315990678583e-06,9.661743650124894e-08,4.89354811444193e-07,1.0704559491799905e-07,1.2880719925208656e-06,6.993404453659691e-07,5.007107861711221e-08,7.065329450399414e-08,1.0880634477280449e-07,1.1419753604346445e-08,5.080459286425535e-08,1.6379216076314838e-07,8.1015346839053e-09,5.749613781892343e-08,5.4772088286722437e-08,2.3843793131142005e-07,5.3863820318659987e-11
1.0088821022583097e-07,2.2104793822719203e-08,1.4656465454968678e-08,2.3637249448417633e-08,1.3803556817282639e-08,4.706332066954398e-09,5.3729170729338956e-09,2.0872694107431835e-08,2.6687093419608035e-08,1.3507980688929344e-08,2.8401578736803593e-08,8.16698934661176e-09,3.723666583667158e-08,4.904998577739654e-09,1.979773521771357e-08,9.511594844543835e-08,4.228091726384139e-09
1.5789900011228693e-09,1.4962055224929992e-08,7.636936423749314e-09,1.8605806162229215e-08,9.595766716608531e-10,3.7610605942000925e-09,1.6502999293942954e-08,2.7250241080270267e-09,7.587855043220865e-09,1.501030328941394e-09,1.5542830417215317e-08,4.039259240076684e-10,2.5904215882221098e-09,4.5273380246151804e-10,2.3705411273728994e-09,3.062277123706271e-09,5.637250058413473e-09
5.404732566284215e-09,2.3207964269644363e-09,7.721037802001592e-10,2.147842404641259e-10,1.189449715285415e-08,5.12485905141387e-10,2.486455932184668e-09,2.822767501443279e-10,4.054254577459936e-09,9.117030195760839e-11,1.6640057368864014e-09,4.2671397995802277e-10,2.844167385477889e-09,5.190684321516503e-09,9.282295464480011e-10,8.524939724746969e-10,4.239707282063798e-09
2.688936173829196e-10,6.129009309607759e-10,3.53001370099223e-09,2.6771550086154417e-09,2.6304741148861727e-09,5.221629675412032e-09,2.0604737922476663e-10,2.467655193019775e-09,2.5368880888026138e-09,7.022196761982753e-10,6.372543659391799e-10,1.4031231341694133e-10,5.8016872318339316e-11,3.5781839034861555e-10,1.358360896402181e-09,1.74276567951377e-09,2.0681245134579625e-09
1.9907115806143306e-09,1.8045128548321814e-09,6.933248258252933e-10,2.7148535475337512e-12,3.1974908734419916e-10,2.224864088470113e-09,3.2307870464763285e-10,8.273069612909569e-10,1.510223616488447e-09,3.1833815899418403e-10,4.1815630210268344e-10,4.116067757154771e-10,6.444764108523728e-10,3.6490338364378955e-10,7.108397749871865e-10,3.9877828976066275e-09,3.2655787643194318e-09
4.3875782845652724e-10,1.9010525443795048e-09,4.193803518710537e-10,6.825025793654669e-10,4.5904742925619233e-10,2.815520780872132e-10,1.0348144906622363e-09,3.064961705317664e-10,1.996662126147818e-10,2.016871067122202e-11,2.680489574302405e-10,2.106292406460473e-10,4.774225341991388e-11,4.744853236037942e-10,3.204847741790342e-10,8.743179410749961e-10,2.5064307479644525e-10
2.708755594616e-10,4.492253780688524e-10,3.8746881040278674e-10,7.281961041795097e-10,2.0628129477211806e-09,3.240917300197725e-10,2.838844447950488e-10,6.582024663150306e-11,8.550365379303708e-10,4.295384273776429e-11,6.668616504672213e-11,3.8753514536473766e-10,5.015184157128633e-10,6.025462878775197e-10,5.434502252094982e-10,1.3281293107242333e-09,1.429908501756731e-10
3.637447902022235e-11,1.4930416063400763e-09,7.87459170736809e-10,1.6383885263730002e-10,2.2902408724663097e-10,2.2038704686500062e-10,1.6594160485459492e-10,4.4239735881155737e-10,3.264505821989954e-10,5.593116145638386e-10,7.305770551849315e-10,8.268315450550026e-10,3.7383011165854476e-10,3.2477550129524283e-10,7.702879364460834e-10,2.407928193229281e-10,1.2835895425936113e-09
7.831174389259792e-11,4.21049251124992e-11,4.1480781266558526e-11,1.7525152783291535e-10,8.780295439263324e-10,2.092324983376945e-10,2.0082138788155222e-10,4.146181676990359e-10,3.446296931134546e-10,2.7258953489137607e-10,5.538225219485812e-10,1.889251720639405e-10,1.492878267360235e-10,1.0174764998626451e-10,1.0354428504727105e-11,1.2726318540716253e-11,5.281553166937577e-10
3.350812913715504e-10,2.4329838330527128e-11,1.44347171480804e-10,4.265071639084409e-10,5.484572585758042e-10,6.713788839990659e-12,4.792905616100263e-10,3.489649013788789e-10,4.2728966249226253e-10,6.206843757146068e-10,1.4298698208784045e-10,2.7744662915974434e-10,7.838044696485948e-10,4.837850492418532e-10,6.79454203260512e-11,2.363819306593822e-10,5.779467638961506e-11
6.239394546142589e-10,2.1374592471636844e-11,6.776332771133165e-11,2.1573165994672734e-10,4.167569717422904e-12,3.029962374128008e-11,1.599896227361733e-11,1.9056618231649035e-11,1.9914268603875407e-10,7.61111328670214e-10,8.836010598457338e-11,5.2086328233082763e-11,1.9737966861632178e-11,8.78374231271569e-10,6.15603830323415e-10,1.544348027377718e-11,3.772509800497353e-10
1.6264227347642843e-10,9.777431862170379e-10,2.467922938204777e-10,5.412753492209648e-11,6.321642411875155e-10,2.131130220560129e-11,3.86698320163222e-10,1.5669319817253447e-10,6.591637645829458e-10,1.1950228757289227e-10,7.541870844618736e-11,6.294252054619142e-10,4.532180267745266e-10,5.881325594774433e-10,7.805832962203908e-11,4.224516088213433e-10,3.65849279370149e-10
4.887597527627394e-11,2.086592076184293e-10,9.80620220331703e-11,5.978383366260241e-11,5.937625581541664e-11,2.5751931054917004e-11,5.23947604792171e-11,4.998584097041731e-11,4.3599832301506817e-10,1.3180836790794177e-10,8.75324154728358e-11,2.0078463178856667e-11,2.3718903187147386e-10,9.219400446486212e-11,2.001448870394289e-10,1.4815951828454424e-10,1.5567948213940301e-10
9.226461683084093e-12,8.902750226355572e-10,1.1382398356653366e-10,1.661687178798052e-10,2.983070079690164e-10,4.222499542246886e-11,1.127611049793491e-10,4.910327805290099e-10,2.1768119769038955e-10,1.7412978675742457e-10,6.39457492591455e-11,2.222710010987027e-10,2.199067450881882e-10,1.032168535323006e-10,6.161311062126631e-11,3.7091369360155577e-10,4.633685212568987e-11
9.797222757635343e-12,1.1511209471651281e-10,2.241926751173156e-10,7.973051579548523e-11,6.283463777896339e-11,4.4928574880432275e-11,1.8411553884705107e-10,5.03965940247759e-10,2.8808494041971256e-10,3.9683936585100885e-10,3.146383679145485e-11,6.574192026607903e-10,7.060169576908994e-11,5.30951379430239e-12,4.6648125544355695e-11,5.433594689500425e-10,1.651244667556785e-11
2.6420067701888713e-11,9.09420721456616e-11,6.817026845878452e-13,4.617283855003765e-11,1.215194226971159e-10,1.88833526007306e-10,2.2593071988532562e-11,1.41981633878537e-10,2.8295407538875514e-10,1.469336264985788e-10,1.7084411958660538e-10,2.4511706229747403e-11,5.3315314754303034e-11,3.149138654722472e-10,1.4149049046031798e-10,1.3115829662249964e-10,2.3390237450891763e-10
1.7995840725628006e-11,3.7947538701626224e-10,1.7564627401436186e-10,7.678169749963287e-11,3.3834134006510937e-10,1.2714740669222835e-10,3.792970004415671e-11,1.106525668480296e-10,2.2352608732684325e-10,1.933185641170342e-10,3.231835734190683e-10,5.921634078288963e-12,1.262692349147915e-10,1.4073777780169125e-11,4.339661284303947e-10,2.870759637275252e-10,1.7365729872394736e-10
6.732704344824105e-11,7.116556938017264e-11,9.03450501101427e-11,4.2247770500809595e-11,3.611431470941674e-10,2.0829846848539827e-11,9.238505107597921e-11,3.526916283375333e-11,2.1643529588878863e-12,3.143517780614806e-11,6.283881483854637e-11,4.310352791439483e-11,1.4499844407010358e-10,4.0283352873028696e-10,1.4070921545937374e-10,7.201469923355738e-11,3.543210897515534e-11
2.2005586616711234e-11,4.3428844144014407e-14,8.924179042691503e-11,4.393397320108723e-11,2.47756335782059e-11,1.723151267820432e-11,1.1912682089779648e-10,8.1575500368225e-12,4.8701346413688494e-11,1.4552458725162752e-11,9.613866716767065e-11,2.511877262996526e-11,2.3611582312752985e-12,1.3711662762914524e-10,1.5412795885011808e-10,1.0710798480557422e-10,1.1953432007356462e-10
1.4423878221849616e-12,4.62123501344775e-11,1.876403029065722e-10,7.027982377434678e-12,1.6138112598722392e-10,4.870859508109321e-11,2.3907201705211718e-11,3.523291741360694e-11,7.530519276774869e-11,1.7705716885505753e-12,1.5438778660791758e-11,7.856738571006381e-11,2.877103819372217e-12,4.035159566703497e-11,1.474795557715953e-10,6.95128320985581e-11,1.716279582883156e-10
1.2476013474701131e-11,1.995168696715409e-10,4.3328870257427545e-11,6.637428162376838e-11,1.4327706856871946e-10,5.979356748690487e-12,1.365068865451649e-11,4.806639767260549e-11,2.0654682614183708e-11,9.025123585165589e-11,8.848360559947751e-11,5.6371851584942e-11,1.8803135588517513e-10,1.0570382359474919e-10,1.3949387669525126e-11,3.753659534539474e-11,2.111887527885623e-10
1.7570616481006316e-10,4.143687120611e-11,1.5547019214599993e-10,8.721717694390873e-11,2.3500389559675302e-11,2.194408743285209e-10,1.8267238679094798e-11,7.317703614798812e-12,1.533663907615121e-11,1.4412326850330566e-11,5.013511890686214e-11,3.3664190688969193e-11,4.404897371459694e-10,2.0838034868259887e-11,2.7229692284064203e-11,1.599751425585521e-10,3.302175168078491e-11
1.5301686328351247e-10,6.075721815396895e-11,8.735228242836547e-11,7.372604415366015e-11,2.1654076071224324e-11,6.824285506366092e-11,3.06097003797475e-11,6.538328857277638e-11,9.052215345916524e-11,1.9510397537071015e-10,5.86046074747938e-11,4.85038305342605e-11,8.692438154114371e-11,6.977068598792153e-11,2.408970258516622e-10,4.3031545383621004e-12,2.864629532316047e-12
9.815133675682773e-11,3.698206371770267e-11,3.5704818215078365e-11,6.985426079184343e-11,1.831735542123454e-11,5.338159340897614e-12,1.7402416942226936e-11,3.5830891589482934e-12,1.4980897137344592e-10,9.678211913660845e-12,1.4453922056956458e-10,2.5101327467277736e-11,1.0676109736943607e-10,3.1450232275210134e-11,1.2788103086840462e-11,5.234108651174961e-11,9.788795446420686e-11
3.081919310302385e-11,2.958455701695556e-11,6.765408749700341e-11,2.160291134802954e-11,2.5359911590454666e-11,2.4510807327529952e-11,1.7554126450812407e-11,8.13566437519537e-12,6.563128942300666e-11,2.3447019436105777e-11,3.209912579704318e-11,1.607186590334371e-11,1.0240184238107168e-11,2.9185413415060045e-11,3.566898617212366e-11,1.8671064299091225e-11,2.2068582140976427e-11
6.36056629755302e-11,3.534900711480596e-11,9.497461487130191e-11,4.658037916036719e-12,2.4293221319474775e-10,1.2506201530765162e-10,7.146181526355882e-11,7.250600534193631e-11,6.175050134654162e-11,4.848401523317795e-12,2.2879062601446666e-11,5.984106860995328e-11,2.8235823447219373e-11,6.711690938453475e-12,3.951966641276256e-12,1.194044571790986e-10,8.794532366908637e-12
1.0237296599749633e-11,6.888906138924449e-12,4.108730306458907e-11,2.8673077050914668e-11,1.5811537886939963e-11,3.3987065865225534e-11,7.764200121225757e-11,2.6483329322517693e-11,5.1542861242689694e-11,5.6944303307853814e-11,4.722150389384597e-11,3.859626843994818e-11,7.228291512411829e-11,2.3693399184532907e-11,7.485898943408936e-11,1.2488729199870627e-10,3.351055265543074e-11
