5.800451988996942e-07,4.7215373186596486e-07,1.920724770220817e-07,9.509826529430422e-07,3.784695709067875e-07,4.2652172592286055e-07,8.184703416067918e-08,2.2173127799543102e-08,8.870335532808723e-08,2.628516348172434e-07,7.281466442236039e-08,1.1321416397252207e-08,1.117713410030593e-07,1.2484429866046007e-07,1.5906349571761248e-08,1.1267415541287578e-08,9.023055992052864e-08,8.487779636150916e-08,1.4084816509201648e-07,9.11160628235185e-09,5.338856324480143e-08,2.3558503262282706e-08,5.529995678297902e-08,5.45999580517775e-10,7.076575973540271e-08,1.4889091822413115e-09
3.088004046572983e-08,2.6237826101909667e-09,5.317648391936468e-10,2.3457278618740325e-08,7.3160136378563e-08,2.3045169422472578e-08,3.4616557417300254e-09,7.692503447183714e-09,2.156140680275963e-08,3.0349988241019135e-08,1.8123408684565153e-08,4.153707980249866e-08,1.8056274484541137e-09,3.408709098533837e-08,2.9353028435421803e-09,2.8756774536017032e-08,2.1224880488096464e-08,2.3231927937114076e-08,3.6265754863782282e-09,6.498459256109223e-09,2.4692328250264295e-09,1.6892850902917378e-09,2.346176945229574e-08,1.837725866590936e-08,2.2369631827218123e-08,3.97902691552781e-09
1.6207558209961985e-09,3.868891161984504e-09,1.8546870009424751e-09,2.5340808923421814e-09,9.320119072390155e-09,1.673070104774757e-08,1.0125168709723244e-08,9.347921591948499e-09,8.908781118970519e-09,6.074200312787256e-09,1.3327480451904465e-08,6.386519971719565e-09,3.3526242357924484e-09,4.08649999415161e-09,8.508553533203457e-10,2.702372296996195e-09,1.1979594436081183e-09,4.184168515532001e-09,5.67442719712633e-09,3.7567395594815105e-09,1.2171478848319701e-09,9.209841008904229e-09,2.0498193832121438e-11,2.012262835515154e-09,4.142721518580158e-09,6.685371672819038e-09
1.7360909386491812e-09,3.011482577580626e-10,6.531707225491872e-09,2.6543792145838057e-09,2.6710172810991336e-09,2.7035748074637903e-09,1.0508051011209644e-08,5.744900567469022e-10,4.126984918336417e-09,9.697296670307721e-09,3.2329112436158003e-09,5.992572286155133e-10,4.416955492150678e-09,1.8556989467588352e-09,5.362519541832735e-09,4.132462617668782e-09,4.575005441362456e-09,2.9707210757207495e-09,6.454877648371455e-10,4.4348423260159297e-10,4.555145262756929e-09,3.850511192208037e-09,1.5274679021763674e-10,2.3835913731190947e-09,2.170234523748576e-09,2.657856734275081e-09
2.99490116265825e-09,2.148816571169013e-09,1.0245788998296042e-09,4.4004637633263084e-09,3.4749084399197424e-09,1.0839775482219234e-09,2.232240359249956e-09,5.369516768213948e-10,5.608903364493061e-09,1.7841995557669388e-09,1.7466690969013401e-09,4.686568249709617e-09,4.979468175773105e-09,1.3780134258599687e-09,1.7633480236594203e-11,1.4559667733689514e-10,3.605863679815831e-10,1.086197773325426e-09,1.7607289167066777e-09,2.524807281267604e-09,3.2138529408093932e-09,9.292990106875382e-10,1.4736379993327674e-09,3.4541553362544e-09,3.0254769573853047e-09,4.2926021394751554e-09
4.285763425890608e-09,1.621398976913853e-09,1.5794811589645076e-09,1.8211873603270412e-09,5.101436253146501e-10,5.220698471588192e-10,6.4178640921212706e-09,4.45314772332208e-10,1.3385944540902843e-09,4.061762782523727e-11,1.952975661674993e-09,4.40258656023204e-11,8.700295344220355e-10,7.194636082179899e-10,1.7823777886508296e-09,8.061043480434207e-10,1.2374517990543633e-09,2.6142566347414337e-09,3.037795154585329e-10,8.14908370477311e-10,1.7934828237163331e-09,2.4111491621608885e-09,1.9154174352965475e-11,9.536247728544886e-10,5.23830155679731e-10,1.3577024588809106e-09
1.7322685547332896e-09,9.575535947994032e-10,7.698045647564237e-10,1.9355371170181737e-09,1.591669380602169e-09,4.375476408655907e-10,1.6202090078035392e-10,2.0931313186326137e-09,4.671516552192755e-10,1.135726037493446e-09,5.250384422573533e-10,2.026016750923731e-09,1.135294804520915e-09,3.0547427155100527e-09,1.5219031269800994e-10,8.251010105874434e-10,2.5435310801118907e-09,2.5708439489153687e-09,1.7333294496001124e-10,4.82812159707201e-10,2.812185702234489e-10,2.930781982464939e-11,1.221429992340872e-09,3.4382774823746407e-10,2.7030883751077013e-09,6.611412220830783e-10
2.0391442490991914e-10,3.103974973368953e-10,2.3023526353613738e-10,3.0658576715498264e-10,3.579086091027131e-10,1.1455007163829068e-09,7.994067174155189e-11,1.0268779975554741e-09,6.022806739424834e-10,2.7921510947409565e-10,2.8254817049834006e-10,6.152596702688037e-10,6.24850269303278e-11,4.799090714658913e-10,2.4271480429786814e-10,3.073539810306881e-10,1.4782921659799715e-10,5.588925737025247e-11,1.2261928136118062e-09,5.740654975865279e-11,1.909156487831878e-09,3.0071393612721773e-10,2.1831411073821416e-10,3.480721962654358e-11,8.756384585766679e-10,3.458913681943968e-10
1.9225246481356251e-10,3.200222201172692e-10,5.044777053642007e-10,9.32009702154488e-10,2.1061635159359092e-10,4.4529305093066686e-10,8.508994761461811e-10,1.829727895579403e-10,1.243314525511084e-09,5.156130966728399e-12,7.753286030653772e-11,8.283886796845072e-11,8.621963409588007e-10,4.350879850565311e-11,2.469958086745794e-10,8.706205515103721e-10,3.442017041853036e-11,8.08925864788686e-10,1.499047227581994e-09,2.964634074777517e-10,7.254518453329867e-10,2.2373644583260493e-10,7.745056633205057e-10,2.7570518799578713e-10,2.439421906229032e-10,4.893770172874653e-10
9.046052464164384e-10,2.0681006870225107e-11,4.823014731133279e-10,2.3865262223772677e-10,3.261957225303445e-10,2.7102352186214266e-10,3.1236492696509665e-10,1.3848199832670363e-11,1.1873979190073484e-10,1.3079458165998758e-10,6.537688796110376e-10,1.3055210379080401e-11,1.2009699424050135e-10,1.0788349733220631e-12,1.464529509568799e-10,4.323488873246481e-10,2.785359548450285e-10,7.18035178114497e-10,1.3451105022808444e-10,1.43121337606707e-10,4.733926196820277e-11,1.3840023743276373e-09,1.7287213187333105e-10,8.57462004845154e-11,1.2852369156710415e-10,2.6755357533588136e-11
