4.017644059354298e-08,2.4855164338959576e-08,8.529635539886145e-07,2.6217577624206646e-07,1.765208822857243e-06,1.4977078628748101e-06,5.211556974222257e-07,4.369316978567861e-07,2.5366031656233177e-07,2.0777993004968431e-07,2.2922822618709056e-07,6.748196483477006e-08,7.517498231596033e-08,1.3315249835413855e-07,4.144206933541095e-07,4.022413698246669e-08,1.6763630940620934e-08,2.1107032782917373e-08,4.603693866202061e-08,2.9714617253524798e-08,2.33071688649153e-07,5.7669095668978865e-08,2.4815117669833577e-07,2.7847163616608043e-07,2.198462205244903e-07,4.3254376091903424e-08,1.3280703485695031e-08,6.257678867974923e-09,4.944598184179865e-09,4.2501083591048494e-08,1.507354200700901e-07,1.6528711770922864e-09,5.5388436686139515e-08,7.71566175518208e-08,1.352809438577584e-07,8.21097009467432e-09,4.340555455776382e-08,1.7472235227510675e-08,2.7287972364038257e-08,3.1485938059128414e-07,3.922018575855714e-08,1.2487279202499107e-08,6.665603832834949e-08,3.248268551193785e-08,2.3978122423634185e-08,5.8173113069344146e-08,7.084324192847216e-08,6.018877177608406e-08,3.7961398140980946e-09,2.3349515567663973e-08,1.4594856679625964e-08
1.1325901804252617e-07,1.6248052971753084e-07,1.2397126682265427e-08,4.011751215183512e-08,4.1381100191940634e-08,1.868631814756275e-09,1.6895965655013278e-08,3.134929135550568e-08,8.984783373198152e-09,7.922388118867463e-09,1.50640465785946e-08,3.988225740966717e-08,2.7372382655140136e-08,1.3650070174346266e-08,3.5090310085132547e-08,5.501192446692704e-09,1.8227912694919863e-08,8.284718438641988e-08,7.486839755058045e-09,4.5927504710235216e-09,1.0584737995110163e-08,5.179824746826637e-08,7.69886087665412e-09,1.0249462772748551e-07,2.4249798807469783e-08,3.871852719707858e-09,5.530704210672642e-09,4.838292359766736e-08,3.429637915408996e-08,9.45074001487726e-08,1.2300650129686848e-09,2.4743363781957588e-08,3.374261814659759e-08,2.5094883083876157e-08,2.165530440561255e-09,2.1742042076317026e-09,9.950560006250396e-09,7.830680747830829e-09,1.3094564197506273e-08,2.5285766414806537e-08,2.9820576278839286e-08,1.0101749422865105e-08,4.631357938031283e-09,9.612891887784673e-09,2.287519104566949e-09,1.1961187615340697e-08,2.1891991389729943e-08,1.3425543746304569e-09,2.1697437114239035e-08,2.284650812543075e-09,1.112875706425882e-09
2.4961788537022353e-08,5.1670929305733845e-09,3.346399384135999e-09,1.4218686856018689e-08,1.630545373539259e-08,7.80127449489953e-10,2.8590284437428193e-09,2.5520950402909156e-08,1.7853382291590646e-08,4.379450720494378e-09,1.571852612127304e-08,1.5621778267528627e-09,1.0137083296182756e-09,3.3115621767008587e-09,6.733110901547411e-09,1.1269732182766953e-09,7.628193679897314e-09,2.8797513898006775e-09,7.016113645973922e-09,3.3709090363946147e-10,3.948732017594904e-09,4.1496818524255966e-09,1.934854825176021e-10,8.841584070662308e-09,7.255140556939895e-09,1.6474104668308326e-08,1.0686175887569686e-08,1.5218602572637034e-09,6.482516146408404e-09,5.7621230273529025e-11,2.715444895681482e-08,4.930934426553686e-09,5.222741676619167e-10,6.804292294644196e-09,4.59548656903519e-09,7.209759935505693e-09,8.841815274258753e-09,6.203132859828083e-09,6.450048612655913e-10,1.4121398990937165e-08,1.2507791325469154e-08,1.2869963474732508e-10,4.790002435209345e-09,2.1947871082964767e-09,9.803888077411777e-09,9.421270130186255e-10,1.927801436720196e-09,7.21003931228901e-09,1.926425177030873e-09,1.4793261750594018e-09,3.0994947338932622e-09
1.1112626440410707e-09,1.1486934729100847e-09,2.0308495583200565e-08,2.803498545700364e-09,4.87354047573651e-09,6.8868253677032695e-09,6.276414650997636e-10,4.185198862538669e-09,2.5026091938620883e-09,4.2629870415465945e-09,1.313238540202331e-11,2.0866693363874113e-09,1.5686597508534884e-09,6.332826892030692e-09,5.362444702975455e-09,1.7720619204996744e-09,5.138724446844489e-10,3.4141901768205223e-10,8.037196829537592e-09,9.09324441019573e-10,3.6504546419637466e-09,5.628522012525086e-10,4.146219867692737e-09,3.2874827132222244e-09,4.654011012900011e-09,2.4619089762479652e-09,1.281281049774701e-10,1.214178675014184e-09,1.4517599247756113e-09,4.296471106791961e-09,1.1038973180826212e-08,8.80270922598721e-11,5.162821415504474e-10,4.040046405703094e-09,5.039666696768237e-09,5.900318916008726e-09,3.915412534764485e-10,1.1702781194012417e-09,5.4983378148057405e-09,5.732300883016532e-09,1.1423945696612515e-09,6.041013733893343e-09,6.599817589453284e-13,1.1577967167761786e-08,4.6035667707915494e-10,4.3447694963516847e-10,2.1960988020406892e-09,1.5672667213233368e-10,7.849651971554821e-09,1.1712526610231963e-09,1.4518076105302864e-10
6.658440413889201e-10,1.6508619250558601e-09,3.6960570282082377e-10,3.3801537389414353e-09,1.228760270606052e-09,1.3648590713444922e-10,2.798438817578501e-09,1.0321422347330882e-08,5.750173660967395e-09,1.7139231262130825e-09,4.74012571927969e-10,2.6317535782849824e-09,1.4100512564597246e-09,1.025092826407117e-08,1.4257226926867523e-10,3.2573909855884445e-09,3.108301576896661e-10,3.0381430921914096e-10,1.026405507015552e-08,3.64488508472842e-10,1.0206025147744234e-09,2.892849387854132e-09,1.2143075832119775e-10,2.5101959911665843e-12,2.299401679847214e-09,8.715400079297301e-09,8.877306561485811e-10,6.678861684049553e-10,1.7099192498928427e-09,2.201163442603155e-09,1.1632311768777923e-09,1.2289854152452568e-09,7.457201778167465e-10,6.240143091557101e-10,5.004098820998936e-10,4.661962108642624e-10,4.2289838746406955e-09,1.093376167359604e-09,1.002321877419218e-09,3.2996003959659102e-09,5.375284954019194e-10,5.187007441634238e-10,1.3786090774977665e-09,2.1384979017223246e-09,4.3789935904094995e-09,5.130963478807916e-09,1.1492006216751152e-10,3.1631441660877245e-10,1.7143582087313464e-09,3.552066162324664e-10,9.341984610804949e-10
5.25656743971511e-09,1.304772392297871e-09,3.0142790817565376e-09,1.3964782569063102e-09,8.322734514471988e-10,3.8838289982578377e-10,7.710716944073537e-10,5.503774571108598e-10,1.4273438713586481e-11,1.1731850718180585e-09,5.101248637294895e-10,1.2663521953133885e-10,5.172843090887465e-10,2.33217527320895e-10,1.956167368621489e-09,4.945254451284743e-10,2.983021326529491e-09,8.144630399936949e-10,1.303632577646321e-09,1.5842704833551265e-09,5.357149686003248e-10,1.342106216603444e-10,8.922967858105585e-11,2.0974319707451555e-09,4.651609379566132e-10,2.9809612630880206e-09,1.378107941636908e-09,2.388933077301609e-09,7.199234099542681e-10,2.3896220241795543e-10,6.405743590585353e-10,6.164848662930073e-11,1.881785876395299e-10,1.1020529117397456e-09,3.166439567922911e-11,8.143277395729729e-10,9.887475666516091e-10,3.2572785177455025e-09,2.819325366359655e-10,4.76344259579928e-10,1.0339566955754713e-09,2.0500468801663416e-09,4.00632127373752e-09,1.4457381952804408e-09,2.078500825388415e-11,1.958365532013591e-09,1.2003314772365053e-09,6.975570624809437e-10,3.776382909995092e-10,9.153051560234413e-10,3.5125324882226037e-09
1.0805703492963365e-09,4.865354496741384e-10,5.853503966692447e-10,5.724220156641798e-10,5.934529036201634e-10,1.4276057068342548e-09,9.481027948445715e-10,5.832003304874733e-10,2.6250794633184777e-11,6.845569445719576e-11,3.036740921323597e-11,8.416489313389355e-11,2.780721356255975e-10,1.5632608578882999e-10,1.4925362457028175e-09,2.7965541678640793e-10,8.045735702215979e-10,1.367483549600717e-09,1.5985291895229277e-09,5.768616084603245e-10,8.66743016434981e-11,4.50322731743752e-10,1.350835871601589e-09,1.1208227948855935e-09,5.178030110886908e-10,6.33108306189505e-11,2.2372750266626374e-10,9.150463657274396e-10,9.129018754879893e-10,8.037843233131589e-10,3.664490659096627e-10,3.75998675246357e-10,4.301079861150284e-12,1.573869458217179e-09,8.844528939850418e-11,1.7192393353025403e-10,6.881554794711719e-10,1.2460298683202895e-09,6.297320306738085e-10,9.246286684009962e-10,2.2050854315044483e-11,8.853219239467257e-11,1.1828454986323966e-09,1.1194189029069113e-09,5.61727189996311e-10,3.2062166230883752e-12,1.6507206166451262e-09,2.0559845386079354e-09,6.60762158233024e-10,3.726473039728427e-10,1.2221040091610608e-09
4.5689020580033906e-10,5.735609856690126e-10,1.3782630785011223e-09,1.8853283086515744e-10,9.132258145716376e-10,1.0239063375335555e-09,7.610794412797713e-10,2.4193773170270083e-09,1.9606721694484638e-10,8.011532628239146e-10,8.352719877838454e-10,1.4349497575462517e-09,2.294180541120051e-09,2.2727302229612384e-09,8.379168675449303e-10,1.4732034648444975e-10,5.997577515885287e-10,2.4877698473957237e-10,1.705823516716098e-09,7.128963382611112e-10,1.1758724165483221e-10,1.2538764205641914e-09,7.680782535233721e-10,3.639195528981305e-10,1.034286310378496e-09,2.052730271003272e-10,3.936903594207818e-10,7.96949221576388e-11,3.246715066964841e-10,5.619719891995518e-11,7.80686793553289e-10,6.128109422349245e-11,1.3469789513661542e-09,3.1792404901701105e-10,9.179586733194127e-10,3.487537042574431e-10,3.7449864305518434e-10,5.27538948778764e-10,7.402683483649881e-11,2.571350180937654e-10,1.4695242254541799e-10,1.058270555279831e-09,1.080275274089895e-09,2.661045606508968e-10,2.674912547212666e-10,7.423803881979549e-11,4.722546730531928e-10,3.0145335221413023e-10,1.3044565349473475e-10,7.635163026022749e-10,1.3252488409765001e-09
1.0650257484155658e-09,1.1525719344087595e-09,1.8610750638670297e-10,3.761317304058396e-10,5.12936340984113e-10,3.303452023468708e-11,3.534953396923994e-11,2.284021637479626e-10,1.1078894832267545e-10,5.633186655915308e-10,8.211640320042302e-12,1.0366779724863548e-09,7.03212801916215e-10,1.2002036304733394e-10,9.209703259778061e-10,3.4673599220644086e-10,2.1047137458902208e-10,6.393794818116533e-11,3.758458351818593e-10,7.867211591688866e-11,5.381943635262551e-10,2.4681363932864174e-10,5.061173617321017e-10,2.5247350870602336e-10,9.712538048676404e-10,2.814534366227313e-10,1.0492261195393665e-09,1.0549797944849068e-09,1.5139840481225915e-10,1.1691491563836464e-11,2.0494318429686822e-10,7.114034786998432e-10,2.183681181441646e-10,2.1011375765842685e-09,1.6450135792689556e-10,3.3962305240695853e-10,1.4616519555109856e-09,1.372718306962424e-09,9.058885098372256e-10,4.3025646769536703e-10,6.468770520016565e-10,1.1377171777972692e-09,2.5226985164991787e-10,2.907559867611403e-10,9.740446136123339e-10,3.7620701156391844e-10,6.89725067164518e-10,3.245720642170695e-10,4.303560802498698e-11,1.5668720547947775e-09,9.133909834393617e-10
1.768553776563228e-09,7.989027504096146e-11,5.146266158663695e-10,7.890363864820364e-10,1.1159786624048807e-09,1.0795868044113224e-10,1.1892872132627696e-09,3.1190122425557494e-10,5.5713767785153024e-11,3.00160565990818e-10,2.35126199725826e-10,6.639419706126728e-10,6.221457365905957e-10,1.1715548160174658e-10,1.0186999787737256e-10,4.5739312368150804e-10,6.215965803348645e-11,2.6483745605297633e-10,1.8212057539818395e-10,6.650836907504879e-10,1.1521029005493372e-10,1.7245992841781064e-10,8.70400298024121e-10,8.919652177902574e-11,4.057297749002256e-10,3.061324951903496e-10,1.0368144145726096e-09,2.800280715920822e-10,6.618883767118533e-10,2.5477382111856336e-10,4.770005715518789e-11,2.226100345683572e-10,4.735849504264404e-10,1.1700705789315004e-09,6.372243303875017e-10,6.708467106980427e-10,3.874110046615835e-10,1.0989204959433275e-10,1.288453017255504e-10,1.0322700800103626e-09,2.114463070400838e-10,1.7514212904404867e-10,1.3018164895668235e-09,7.774360841551245e-10,5.0237410116922345e-11,1.2782112452757654e-11,1.2482507370528249e-09,9.193597673748555e-11,3.427075202779086e-10,8.29033587598655e-11,3.3358965715564704e-10
